channel_name,channel_id,title_found,subscribers,link,thumbnail
آدم ومشمش,UC2mcPN2YDX31oaLnfZScx_g,Adam & Mishmish - Arabic Songs For Kids,@AdamWaMishmish,https://www.youtube.com/channel/UC2mcPN2YDX31oaLnfZScx_g,https://yt3.ggpht.com/wDVqJEgwAmOPXa_8-19el8zCaYMzn-7cvL0dFLxmzuXAGR2KwbQBJAtlVjM3QWlse1j--beABg=s88-c-k-c0x00ffffff-no-rj-mo
أسرتنا,UCWIdqSQekeGmUWlSFeCiEnA,Osratouna tv - قناة أسرتنا,@Osratouna,https://www.youtube.com/channel/UCWIdqSQekeGmUWlSFeCiEnA,https://yt3.ggpht.com/e1j5eJXs-YInZyzWYahj0If0BgssXo_rxZ3WO2Yy2hxsBoQT658f1drvZuoy6t6dJl6eA1w9=s88-c-k-c0x00ffffff-no-rj-mo
باندوبي,UCDYgTdEO3JPGD-pBHcYfWwQ, أغاني اطفال - Super Pandobi,@SuperPandobiAR,https://www.youtube.com/channel/UCDYgTdEO3JPGD-pBHcYfWwQ,https://yt3.ggpht.com/uDuyx5LWHsumQY7wyw5Vtz9d4_cjigTf2RwZuu_KekbFG5Lx7ILdhVc3KtF9HoFGApLJ7m0hUg=s88-c-k-c0x00ffffff-no-rj-mo
طيور الجنة,UCjDIGbE4CaE4qler1OUHvlA,قناة طيور الجنة toyoraljanahtv,@toyoraljanahtv255,https://www.youtube.com/channel/UCjDIGbE4CaE4qler1OUHvlA,https://yt3.googleusercontent.com/ytc/AIdro_lct0BJSYoOZat13xPrjvipV2cNIUaI8QOSxUdmcP__qSw=s88-c-k-c0x00ffffff-no-rj-mo
قناة كرزة,UCuYZByF1E-jO6iYEL1ClJvA,قناة كرزة - Karazah Channel,@KarazahChannel,https://www.youtube.com/channel/UCuYZByF1E-jO6iYEL1ClJvA,https://yt3.ggpht.com/ytc/AIdro_kZV9zndccMPjsERAJWTk28cVu_DVDCWpMlwF39XtLbPg=s88-c-k-c0x00ffffff-no-rj-mo
كتاكيت بيبي,UChDk1SYEDyC4s74mKwfBUKQ,Katakit Baby TV,@katakit_baby,https://www.youtube.com/channel/UChDk1SYEDyC4s74mKwfBUKQ,https://yt3.googleusercontent.com/ytc/AIdro_n2IocZcuOQnfwPII9dl3MCxVTD_Jj6X79r9JBE_mtXZw=s88-c-k-c0x00ffffff-no-rj-mo
كراميش,UCZ7V5FSAdPkRjPf64pPx9-Q,karameeshchannel,@karameeshchannel,https://www.youtube.com/channel/UCZ7V5FSAdPkRjPf64pPx9-Q,https://yt3.googleusercontent.com/ytc/AIdro_m5G2nAlc3APcmhLw1vLk2fi1tkIMQRSecAAfun7tq_j38=s88-c-k-c0x00ffffff-no-rj-mo
كيوي TV,UC6qeAcQ-dYVKOg228qcdGRg,Kiwi Tv,@KiwiTv,https://www.youtube.com/channel/UC6qeAcQ-dYVKOg228qcdGRg,https://yt3.googleusercontent.com/ytc/AIdro_l7JCb4FlmAhiaZRfK41y87YG7wQe6p5eyO87ehI14uWQ=s88-c-k-c0x00ffffff-no-rj-mo
مرح كي جي / مرح TV,UCG232T-qE4yP4vOagS9i9yA,MarahKG,@MarahKG,https://www.youtube.com/channel/UCG232T-qE4yP4vOagS9i9yA,https://yt3.ggpht.com/vIPFGxlJlDbgXP4Z1oFnEgp76ABsgoPmtiz-i3_BGVWb31zHG0cq6SVArwkwBu3VSwmDwudIhXk=s88-c-k-c0x00ffffff-no-rj-mo
وناسة,UCiRfBu1ymNpygUgpvGzVr_w,قناة وناسة -  Wanasah TV,@WanasahTV1,https://www.youtube.com/channel/UCiRfBu1ymNpygUgpvGzVr_w,https://yt3.ggpht.com/Cy2q3yyPDgoOsMffaHpq0yRIUXvTJDcjboHO5Qc0SC4kIu-sM53KziMaL9KYb5_kH_0h3reWRA=s88-c-k-c0x00ffffff-no-rj-mo
